Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #07-05,1,73,Strata,718000,-,9836,914,3-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544805,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #17-09,1,95,Strata,940000,-,9895,919,3-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544805,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #06-05,1,73,Strata,740000,-,10137,942,3-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544805,North East Region,Sengkang
ESPARINA RESIDENCES,119 Compassvale Bow  #17-18,1,93,Strata,1160000,-,12473,1159,2-May-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544817,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #10-23,1,75,Strata,751800,-,10024,931,2-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #07-25,1,95,Strata,880000,-,9263,861,2-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #19-14,1,62,Strata,919560,-,14832,1378,1-May-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #04-33,1,103,Strata,960000,-,9320,866,24-May-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,HDB,19,54,545076,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #15-10,1,95,Strata,910000,-,9579,890,24-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544805,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #10-14,1,96,Strata,900888,-,9384,872,24-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
ESPARINA RESIDENCES,127 Compassvale Bow  #12-33,1,93,Strata,1165000,-,12527,1164,22-May-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544821,North East Region,Sengkang
THE QUARTZ,51 Compassvale Bow  #09-04,1,97,Strata,1025000,-,10567,982,21-May-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544984,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #08-22,1,95,Strata,901000,-,9484,881,21-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #19-32,1,91,Strata,1360000,-,14945,1388,20-May-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797394,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #18-07,1,81,Strata,1170000,-,14444,1342,20-May-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
THE TOPIARY,21 Fernvale Lane  #02-27,1,123,Strata,1028000,-,8358,776,17-May-19,Executive Condominium,99 Yrs From 03/07/2012,2016,Resale,HDB,28,79,797500,North East Region,Sengkang
LA FIESTA,50 Sengkang Square  #05-04,1,83,Strata,1160000,-,13976,1298,17-May-19,Condominium,99 Yrs From 03/09/2012,2016,Resale,Private,19,54,544830,North East Region,Sengkang
THE TOPIARY,25 Fernvale Lane  #01-35,1,145,Strata,1330000,-,9172,852,17-May-19,Executive Condominium,99 Yrs From 03/07/2012,2016,Resale,N.A,28,79,797502,North East Region,Sengkang
THE LUXURIE,21 Compassvale Road  #14-20,1,201,Strata,1971000,-,9806,911,16-May-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544754,North East Region,Sengkang
PARK GREEN,12 Rivervale Link  #05-22,1,141,Strata,1140000,-,8085,751,16-May-19,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,Private,19,54,545045,North East Region,Sengkang
THE QUARTZ,57 Compassvale Bow  #09-13,1,113,Strata,1120666,-,9917,921,16-May-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544987,North East Region,Sengkang
RIVERVALE CREST,9 Rivervale Crescent  #10-31,1,88,Strata,745800,-,8475,787,15-May-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,Private,19,54,545086,North East Region,Sengkang
ESPARINA RESIDENCES,111 Compassvale Bow  #17-02,1,77,Strata,948000,-,12312,1144,14-May-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544998,North East Region,Sengkang
COMPASS HEIGHTS,9 Sengkang Square  #03-10,1,162,Strata,1390000,-,8580,797,14-May-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545075,North East Region,Sengkang
ESPARINA RESIDENCES,123 Compassvale Bow  #06-27,1,93,Strata,1100000,-,11828,1099,14-May-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544819,North East Region,Sengkang
AUSTVILLE RESIDENCES,11 Sengkang East Avenue  #13-02,1,96,Strata,875000,-,9115,847,14-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544804,North East Region,Sengkang
ESPARINA RESIDENCES,125 Compassvale Bow  #05-31,1,93,Strata,1120000,-,12043,1119,13-May-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544820,North East Region,Sengkang
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #10-27,1,114,Strata,1128888,-,9903,920,13-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544810,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #18-15,1,142,Strata,1300000,-,9155,851,13-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
H2O RESIDENCES,32 Fernvale Link  #15-10,1,82,Strata,888888,-,10840,1007,13-May-19,Condominium,99 Yrs From 10/05/2010,2015,Resale,HDB,28,79,797531,North East Region,Sengkang
N.A.,4 Jalan Tari Zapin,1,135,Land,2400000,-,17725,1647,13-May-19,Terrace House,999 Yrs From 01/01/1879,Unknown,Resale,Private,28,79,799051,North East Region,Sengkang
LA FIESTA,52 Sengkang Square  #10-06,1,102,Strata,1350000,-,13235,1230,13-May-19,Condominium,99 Yrs From 03/09/2012,2016,Resale,HDB,19,54,544831,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #04-27,1,120,Strata,1080000,-,9000,836,10-May-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545076,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #10-09,1,95,Strata,910000,-,9579,890,10-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544805,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #02-07,1,80,Strata,1084000,-,13550,1259,10-May-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #08-34,1,115,Strata,1039888,-,9043,840,10-May-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545076,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #12-15,1,106,Strata,1050000,-,9906,920,8-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
LA FIESTA,64 Sengkang Square  #06-31,1,40,Strata,628000,-,15700,1459,8-May-19,Condominium,99 Yrs From 03/09/2012,2016,Resale,Private,19,54,544702,North East Region,Sengkang
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #01-29,1,128,Strata,1030000,-,8047,748,7-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,N.A,19,54,544810,North East Region,Sengkang
ESPARINA RESIDENCES,117 Compassvale Bow  #16-14,1,108,Strata,1330000,-,12315,1144,13-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544816,North East Region,Sengkang
AUSTVILLE RESIDENCES,11 Sengkang East Avenue  #01-04,1,139,Strata,1300000,-,9353,869,13-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544804,North East Region,Sengkang
PARK GREEN,2 Rivervale Link  #02-01,1,142,Strata,1000000,-,7042,654,12-Jun-19,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545040,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #05-21,1,95,Strata,895000,-,9421,875,12-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #03-32,1,90,Strata,1246000,-,13844,1286,12-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
THE LUXURIE,15 Compassvale Road  #01-08,1,157,Strata,1328800,-,8464,786,11-Jun-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544751,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #03-23,1,75,Strata,715000,-,9533,886,10-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544809,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #22-32,1,108,Strata,1417000,-,13120,1219,9-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #20-07,1,81,Strata,1187000,-,14654,1361,9-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797390,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #22-12,1,95,Strata,1209000,-,12726,1182,9-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
ESPARINA RESIDENCES,121 Compassvale Bow  #18-24,1,82,Strata,983000,-,11988,1114,7-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544818,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #08-16,1,81,Strata,1100000,-,13580,1262,7-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #07-16,1,81,Strata,1094112,-,13508,1255,7-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #14-21,1,119,Strata,1627660,-,13678,1271,7-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797393,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #05-26,1,73,Strata,740000,-,10137,942,7-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
H2O RESIDENCES,34 Fernvale Link  #04-16,1,111,Strata,1250000,-,11261,1046,7-Jun-19,Condominium,99 Yrs From 10/05/2010,2015,Resale,HDB,28,79,797532,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #15-24,1,90,Strata,1307112,-,14523,1349,7-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797393,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #05-38,1,120,Strata,1000000,-,8333,774,6-Jun-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,HDB,19,54,545076,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #14-14,1,96,Strata,922000,-,9604,892,6-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544806,North East Region,Sengkang
AUSTVILLE RESIDENCES,19 Sengkang East Avenue  #18-16,1,155,Strata,1370000,-,8839,821,6-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544808,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #06-11,1,73,Strata,742000,-,10164,944,6-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544805,North East Region,Sengkang
PARK GREEN,6 Rivervale Link  #14-07,1,126,Strata,1070000,-,8492,789,6-Jun-19,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545042,North East Region,Sengkang
THE QUARTZ,69 Compassvale Bow  #15-35,1,100,Strata,1100000,-,11000,1022,4-Jun-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,HDB,19,54,544993,North East Region,Sengkang
COMPASS HEIGHTS,9 Sengkang Square  #13-12,1,103,Strata,1020000,-,9903,920,4-Jun-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,Private,19,54,545075,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #09-24,1,90,Strata,1270000,-,14111,1311,4-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797393,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #17-16,1,81,Strata,1160000,-,14321,1330,3-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
THE LUXURIE,15 Compassvale Road  #03-08,1,90,Strata,1155000,-,12833,1192,3-Jun-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,HDB,19,54,544751,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #13-16,1,81,Strata,1137000,-,14037,1304,3-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #17-22,1,95,Strata,920000,-,9684,900,31-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
LA FIESTA,70 Sengkang Square  #07-43,1,93,Strata,1250000,-,13441,1249,31-May-19,Condominium,99 Yrs From 03/09/2012,2016,Resale,HDB,19,54,544705,North East Region,Sengkang
ESPARINA RESIDENCES,115 Compassvale Bow  #10-11,1,93,Strata,1100000,-,11828,1099,31-May-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544815,North East Region,Sengkang
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #14-27,1,114,Strata,1070000,-,9386,872,28-May-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544810,North East Region,Sengkang
JEWEL @ BUANGKOK,85 Compassvale Bow  #07-14,1,67,Strata,895000,-,13358,1241,27-May-19,Condominium,99 Yrs From 12/09/2012,2016,Resale,HDB,19,54,544685,North East Region,Sengkang
PARK GREEN,12 Rivervale Link  #11-21,1,129,Strata,1070000,-,8295,771,4-Jul-19,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545045,North East Region,Sengkang
THE RIVERVALE,3 Rivervale Link  #10-31,1,122,Strata,975000,-,7992,742,3-Jul-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545119,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #04-32,1,90,Strata,1262940,-,14033,1304,1-Jul-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
AUSTVILLE RESIDENCES,19 Sengkang East Avenue  #15-19,1,96,Strata,920000,-,9583,890,28-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544808,North East Region,Sengkang
THE RIVERVALE,3 Rivervale Link  #10-27,1,117,Strata,968000,-,8274,769,28-Jun-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545119,North East Region,Sengkang
THE QUARTZ,51 Compassvale Bow  #15-01,1,100,Strata,1100000,-,11000,1022,28-Jun-19,Condominium,99 Yrs From 18/04/2005,2009,Resale,Private,19,54,544984,North East Region,Sengkang
THE LUXURIE,15 Compassvale Road  #12-10,1,94,Strata,1220000,-,12979,1206,27-Jun-19,Condominium,99 Yrs From 15/06/2011,2015,Resale,Private,19,54,544751,North East Region,Sengkang
JEWEL @ BUANGKOK,83 Compassvale Bow  #11-07,1,103,Strata,1400000,-,13592,1263,27-Jun-19,Condominium,99 Yrs From 12/09/2012,2016,Resale,HDB,19,54,544684,North East Region,Sengkang
RIVERSOUND RESIDENCE,3 Sengkang East Avenue  #06-09,1,99,Strata,1078000,-,10889,1012,27-Jun-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544813,North East Region,Sengkang
ESPARINA RESIDENCES,113 Compassvale Bow  #16-07,1,99,Strata,1218000,-,12303,1143,27-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544814,North East Region,Sengkang
PARK GREEN,8 Rivervale Link  #10-12,1,125,Strata,1025000,-,8200,762,26-Jun-19,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545043,North East Region,Sengkang
H2O RESIDENCES,30 Fernvale Link  #21-01,1,105,Strata,1218000,-,11600,1078,26-Jun-19,Condominium,99 Yrs From 10/05/2010,2015,Resale,HDB,28,79,797530,North East Region,Sengkang
N.A.,72 Jalan Tari Piring,1,157,Land,2938000,-,18701,1737,26-Jun-19,Terrace House,999 Yrs From 01/01/1879,Unknown,Resale,Private,28,79,799225,North East Region,Sengkang
ESPARINA RESIDENCES,127 Compassvale Bow  #17-32,1,93,Strata,1175000,-,12634,1174,26-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544821,North East Region,Sengkang
AUSTVILLE RESIDENCES,19 Sengkang East Avenue  #18-18,1,134,Strata,1250000,-,9328,867,25-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544808,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #19-25,1,119,Strata,1649000,-,13857,1287,24-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797393,North East Region,Sengkang
COMPASS HEIGHTS,9 Sengkang Square  #12-10,1,123,Strata,1200000,-,9756,906,24-Jun-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,HDB,19,54,545075,North East Region,Sengkang
ESPARINA RESIDENCES,111 Compassvale Bow  #06-01,1,77,Strata,888000,-,11532,1071,21-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544998,North East Region,Sengkang
ESPARINA RESIDENCES,119 Compassvale Bow  #08-18,1,93,Strata,1128888,-,12139,1128,21-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544817,North East Region,Sengkang
ESPARINA RESIDENCES,115 Compassvale Bow  #02-11,1,93,Strata,1030000,-,11075,1029,21-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,HDB,19,54,544815,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #04-12,1,80,Strata,1078640,-,13483,1253,21-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
RIVERSOUND RESIDENCE,9A Sengkang East Avenue  #15-31,1,125,Strata,1375000,-,11000,1022,20-Jun-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544743,North East Region,Sengkang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #16-06,1,95,Strata,938000,-,9874,917,20-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544805,North East Region,Sengkang
ESPARINA RESIDENCES,121 Compassvale Bow  #16-23,1,77,Strata,938000,-,12182,1132,20-Jun-19,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,Private,19,54,544818,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #04-29,1,80,Strata,1122290,-,14029,1303,20-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797394,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #06-16,1,81,Strata,1099000,-,13568,1260,19-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,Private,28,79,797391,North East Region,Sengkang
RIVERBANK @ FERNVALE,15 Fernvale Close  #06-24,1,46,Strata,588000,-,12783,1188,19-Jun-19,Condominium,99 Yrs From 10/07/2013,2017,Resale,HDB,28,79,797477,North East Region,Sengkang
RIVERVALE CREST,7 Rivervale Crescent  #08-16,1,129,Strata,1065000,-,8256,767,18-Jun-19,Apartment,99 Yrs From 06/12/1997,2002,Resale,HDB,19,54,545085,North East Region,Sengkang
JEWEL @ BUANGKOK,89 Compassvale Bow  #16-31,1,67,Strata,946000,-,14119,1312,18-Jun-19,Condominium,99 Yrs From 12/09/2012,2016,Resale,N.A,19,54,544687,North East Region,Sengkang
THE RIVERVALE,1 Rivervale Link  #15-12,1,120,Strata,872000,-,7267,675,17-Jun-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang
THE RIVERVALE,1 Rivervale Link  #12-08,1,116,Strata,960000,-,8276,769,17-Jun-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #12-25,1,119,Strata,1598560,-,13433,1248,17-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797393,North East Region,Sengkang
PARC BOTANNIA,10 Fernvale Street  #22-04,1,73,Strata,978000,-,13397,1245,17-Jun-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797390,North East Region,Sengkang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #13-15,1,106,Strata,1050788,-,9913,921,17-Jun-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
COMPASS HEIGHTS,11 Sengkang Square  #08-29,1,120,Strata,1000000,-,8333,774,17-Jun-19,Apartment,99 Yrs From 30/04/2000,2002,Resale,HDB,19,54,545076,North East Region,Sengkang
THE RIVERVALE,3 Rivervale Link  #06-23,1,127,Strata,1080000,-,8504,790,17-Jun-19,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,N.A,19,54,545119,North East Region,Sengkang
RIVERSOUND RESIDENCE,1 Sengkang East Avenue  #12-04,1,99,Strata,1022000,-,10323,959,19-Jul-19,Condominium,99 Yrs From 26/08/2011,2015,Resale,Private,19,54,544811,North East Region,Sengkang
RIVERBANK @ FERNVALE,17 Fernvale Close  #01-29,1,76,Strata,920000,-,12105,1125,19-Jul-19,Condominium,99 Yrs From 10/07/2013,2017,Resale,Private,28,79,797478,North East Region,Sengkang
AUSTVILLE RESIDENCES,19 Sengkang East Avenue  #15-16,1,114,Strata,1080000,-,9474,880,19-Jul-19,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544808,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #20-14,1,62,Strata,933940,-,15064,1399,19-Jul-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,12 Fernvale Street  #22-13,1,73,Strata,955500,-,13089,1216,19-Jul-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,18 Fernvale Street  #13-31,1,62,Strata,927000,-,14952,1389,19-Jul-19,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,HDB,28,79,797394,North East Region,Sengkang
