buildingId,location,buildingType,maxOccupancy,units
961,"POLYGON ((-941.6866299542263 1447.3179464652014, -1046.0560675729364 1434.006838437731, -1051.1166109315152 1473.6854334344787, -981.6404798791447 1482.5463059932383, -983.8856258559119 1552.6865604395382, -1113.6737687088832 1550.2148488976143, -1122.7022522806253 1492.329721685499, -1162.2244054569694 1498.4940876955266, -1148.230474713787 1588.214632106989, -1035.6089539401903 1594.9675453185657, -946.3886575090012 1591.0978229336213, -941.6866299542263 1447.3179464652014))",Residental,5,"[97,236]"
962,"POLYGON ((331.4220898709381 5077.951776228666, 371.3748909001 5079.894374983994, 375.51052889604847 4994.838044371438, 335.557727866886 4992.89544561611, 331.4220898709381 5077.951776228666))",Residental,6,"[905,1053,1142,1152]"
963,"POLYGON ((-3784.9133022558494 7300.6211239373115, -3745.0469621171487 7303.888374148945, -3737.0589042916426 7206.419674266294, -3827.5471826288554 7208.053206011629, -3826.344601169889 7309.575188289829, -3786.347407205149 7309.10140041854, -3787.0791317884677 7247.329177317723, -3780.536074644292 7247.211059349817, -3784.9133022558494 7300.6211239373115))",Residental,8,"[1447,1584,1693,1717]"
964,"POLYGON ((676.7369491681912 4430.567761035302, 675.4142390641994 4470.553771934445, 756.3001828350313 4474.838070220306, 755.0911025938278 4361.202748475246, 678.7887247825794 4368.541832729535, 676.7369491681912 4430.567761035302))",Commercial,98,"[429,448]"
965,"POLYGON ((-1658.8763486692083 3760.496202277629, -1698.5239967783498 3763.6299871590095, -1703.7136798465078 3734.264963167249, -1743.10327166681 3741.2262889195736, -1728.276637049336 3825.120522062739, -1653.2571722743774 3831.588232138755, -1658.8763486692083 3760.496202277629))",Residental,14,"[464,487,613,640,651,822]"
966,"POLYGON ((-988.3651402734596 4708.69267579299, -987.9543511970078 4698.164898503559, -1027.92393542682 4696.605303525385, -1032.1133712867188 4803.972928980098, -961.9823871773966 4798.761357657252, -961.6440810594222 4708.793154601099, -988.3651402734596 4708.69267579299))",Commercial,,"[846,875]"
967,"POLYGON ((98.93507506515827 4395.798599809538, 99.5634374751644 4355.803535605544, 18.247375883737313 4354.525979050736, 10.990793855222051 4447.236869246715, 103.7778446584536 4445.90061543816, 103.20185253420767 4405.90476273975, 54.29311269167432 4406.609111992372, 55.19305352174902 4395.1113689568665, 98.93507506515827 4395.798599809538))",Commercial,,
968,"POLYGON ((1190.7347560318292 3534.4295078804166, 1201.1958395354857 3533.84687140171, 1199.3827850308903 3569.696138531618, 1239.3317275940044 3571.7165315847146, 1243.3919294187945 3491.434742234578, 1150.670747054731 3496.5989055045925, 1150.7971792552255 3571.389679188357, 1190.7971221009918 3571.322060141989, 1190.7347560318292 3534.4295078804166))",Residental,2,[115]
969,"POLYGON ((-3579.484000737898 6136.428733113895, -3539.991316503295 6130.078308565418, -3550.8798152014106 6062.363774270742, -3590.3724994360136 6068.714198819219, -3579.484000737898 6136.428733113895))",Commercial,,[1325]
970,"POLYGON ((-3952.234959906261 7408.631414921678, -3752.5098826919884 7401.4819900225675, -3745.0512680373613 7303.942734365155, -3784.9348318569128 7300.892925018362, -3789.779648535695 7364.25051010983, -3946.927397313223 7368.844550302816, -4030.920249249717 7350.418281973849, -4045.9567085215886 7275.278263812618, -4085.1790865188877 7283.1271531758985, -4065.015219405253 7383.889793750032, -3952.234959906261 7408.631414921678))",Residental,2,"[1439,1683]"
971,"POLYGON ((-2401.339872701066 3225.3897912623765, -2432.57788660871 3136.135888641466, -2470.332333236315 3149.349584560598, -2458.9946703670385 3181.7437905646984, -2548.9966711820175 3176.1717539328038, -2551.4683445877845 3216.0953162810615, -2401.339872701066 3225.3897912623765))",Residental,10,"[565,594,602,611]"
972,"POLYGON ((2153.8491153383893 4888.864867468198, 2156.692294433985 4805.185436218285, 2116.715363242535 4803.827138565303, 2115.16656525876 4849.410807425311, 2061.4782501344916 4850.174139841202, 2062.0469066647192 4890.17009750883, 2153.8491153383893 4888.864867468198))",Commercial,,[438]
973,"POLYGON ((-3549.974148568236 5395.104094749659, -3669.524017266542 5393.055993068781, -3670.403305420968 5433.046327555273, -3509.8968533404222 5435.480682614296, -3510.079160621274 5340.158894115084, -3550.0790874648515 5340.235395804907, -3549.974148568236 5395.104094749659))",Commercial,,
974,"POLYGON ((-1852.2109871592195 4908.506236284229, -1847.1683213685712 4837.066546963695, -1935.1876217493195 4841.175447089448, -1939.5612914132757 4919.99655031108, -1899.622729185347 4922.212683692861, -1897.2497783909162 4879.448000056808, -1890.2347876233828 4879.120527601083, -1897.9022212398127 4968.195784239557, -1899.6497288096657 4922.662596181569, -1939.56669133814 4920.086532808821, -1945.598941516186 5013.5582644699225, -1861.086003170535 5004.465608396474, -1852.2109871592195 4908.506236284229))",Commercial,,
975,"POLYGON ((495.52270214070603 4426.00962826098, 495.2337227259008 4466.008584383582, 562.8416653364399 4466.497029722803, 562.1292142228684 4384.739017821401, 497.98028885863516 4386.503028422844, 495.52270214070603 4426.00962826098))",Residental,7,"[159,357]"
976,"POLYGON ((-3945.141637829804 7303.738343321496, -3905.248863438796 7300.8114761587885, -3908.840875927741 7251.852867562905, -3887.0454615258795 7250.763878052427, -3886.340392116999 7310.2858700967645, -3846.343198152259 7309.812082225475, -3847.540448576338 7208.7401461585705, -3951.7295639136005 7213.94586749134, -3945.141637829804 7303.738343321496))",Residental,14,"[1453,1458,1490,1524,1528,1543,1602]"
977,"POLYGON ((-1906.9589242654536 2883.5562527980887, -1895.5819556177669 2845.2083117270286, -1975.9875122285573 2821.353797739807, -1954.874647697962 2934.1209433969398, -1915.557805434625 2926.75983516245, -1924.6280507371466 2878.3142217454188, -1906.9589242654536 2883.5562527980887))",Residental,12,"[572,612,659,753,789]"
978,"POLYGON ((-700.5036655603052 5989.058040076425, -778.0560560834115 5992.122772383125, -776.4760482217595 6032.091554890942, -672.8866165203095 6028.369055344919, -675.9282670460134 6047.867368016692, -636.4062532135432 6054.032627348308, -625.975020667736 5987.163855932476, -700.5036655603052 5989.058040076425))",Residental,14,"[1029,1044,1099,1246,1271,1273,1277]"
979,"POLYGON ((-1644.7664421842828 1005.097417285355, -1636.4063750517935 1106.0425788274383, -1596.5428495314297 1102.7411650261538, -1605.7194931376084 873.4653521602294, -1528.8651421817929 861.3413063370595, -1535.0982018298587 821.8299286412152, -1643.9875092841469 839.0076022122016, -1644.7664421842828 1005.097417285355))",Residental,12,"[120,241,270,282]"
980,"POLYGON ((2084.297150721797 4089.4896360732073, 2207.583762010433 4081.1057607135017, 2204.8699046191773 4041.197929676725, 2123.197851082859 4046.751884887779, 2121.8995820679274 3996.893691336733, 2081.913136006651 3997.9349076392336, 2084.297150721797 4089.4896360732073))",Residental,9,"[47,133,170]"
981,"POLYGON ((-866.7023129267113 4270.5348251717405, -859.832921155094 4355.707817344714, -819.9623855378691 4352.492169727889, -823.2076266864024 4312.254706480343, -797.3989624404051 4313.25733738176, -795.8461890703685 4273.28748755891, -866.7023129267113 4270.5348251717405))",Commercial,,[1295]
982,"POLYGON ((1471.8018875944897 4046.3538953286434, 1560.1043904565004 4042.5522510813826, 1558.383883877221 4002.589269997501, 1513.089448538168 4004.539309055949, 1514.4520008977765 3959.6470756311787, 1474.4704126040017 3958.4335693447993, 1471.8018875944897 4046.3538953286434))",Commercial,,"[405,415]"
983,"POLYGON ((-93.12226999944454 1548.676542255223, -34.17242224256336 1542.3564472742396, -30.77389498703438 1469.7723334977943, -128.00016198309547 1470.7701507572106, -133.5012593996387 1553.0056297415526, -93.12226999944454 1548.676542255223))",Commercial,,[414]
984,"POLYGON ((-1487.7797369559912 5612.502953170272, -1492.2421744219562 5572.752649374422, -1574.4860324617396 5581.985486319445, -1570.0235949957746 5621.7357901152955, -1487.7797369559912 5612.502953170272))",Residental,9,"[928,1069,1173,1243]"
985,"POLYGON ((-800.1608475163201 5356.050738547422, -792.6547236603421 5395.340153211663, -697.5085514351872 5377.162764740813, -705.0146752911652 5337.873350076572, -800.1608475163201 5356.050738547422))",Residental,10,"[1072,1183,1192,1248]"
986,"POLYGON ((582.831035111086 2562.3959435493116, 601.4411264699039 2562.6025627325903, 594.3795191410231 2653.813751376502, 634.2601769815502 2656.901328129686, 640.9481763510811 2449.8731928753414, 584.1406171225217 2444.4425159540415, 582.831035111086 2562.3959435493116))",Commercial,,[388]
987,"POLYGON ((-1338.7879748187333 5014.253058825815, -1266.1638930727456 5006.5165549117955, -1264.1080289433958 4915.8405102644065, -1335.1267068517998 4910.540100298763, -1338.7879748187333 5014.253058825815))",Commercial,,
988,"POLYGON ((1765.1254963961148 3473.056569315352, 1805.1224841811388 3472.565684273163, 1803.9064655224822 3373.4852901757185, 1763.9094777374582 3373.976175217908, 1765.1254963961148 3473.056569315352))",Residental,10,"[25,187,272,276]"
989,"POLYGON ((-1633.117215392703 3832.56974392457, -1564.744551755702 3832.6051947943533, -1564.723811966943 3792.6052001710896, -1596.152581347992 3792.588904517951, -1599.0628988318902 3755.7684947402886, -1638.9385320567692 3758.920299765182, -1633.117215392703 3832.56974392457))",Residental,7,"[515,656,791,806]"
990,"POLYGON ((-3668.0854523729668 5132.842583382613, -3628.29882544936 5128.71652981513, -3637.3703455287127 5041.241857195355, -3701.259685888834 5044.408779702848, -3700.284439599971 5064.083350816191, -3701.7028408413235 5044.4209076587995, -3785.429875665899 5044.855673780377, -3784.810771615734 5103.019549970018, -3700.0199189506893 5104.089876642515, -3699.6711025727195 5076.456782119548, -3699.2793624327837 5084.359728615351, -3673.2471631431426 5083.069341871878, -3668.0854523729668 5132.842583382613))",Commercial,,[1741]
991,"POLYGON ((-1177.3129109544245 5852.402754696546, -1134.7628716787708 5851.502250082744, -1136.1319757669844 5880.928034970783, -1096.1752015031434 5882.787118193359, -1092.8167846381118 5810.605570358141, -1260.677433736266 5814.673203893731, -1259.581226351498 5854.6581801894545, -1177.3129109544245 5852.402754696546))",Commercial,72,[1345]
992,"POLYGON ((-1687.2165712916146 1466.7924829529802, -1694.2610066282168 1584.0179433272162, -1654.3330350970964 1586.417336877685, -1647.2222321621712 1468.0874626085663, -1650.544452146731 1294.1665192368796, -1732.655813063404 1290.3262576528432, -1734.5245281601929 1330.2825826075614, -1688.5909923826798 1332.4308455384894, -1687.2165712916146 1466.7924829529802))",Residental,5,"[34,228]"
993,"POLYGON ((919.3482274033901 2653.88038433006, 959.3414226093781 2653.142592207755, 957.4544417647514 2550.8557949004944, 917.4612465587634 2551.5935870227995, 919.3482274033901 2653.88038433006))",Residental,5,"[130,275]"
994,"POLYGON ((-4467.9943085552795 4759.938780877442, -4466.394930302646 4719.970768802722, -4504.57343888283 4718.443000140449, -4504.429872780204 4711.912075064454, -4392.340729177177 4718.480293805436, -4389.661727710693 4678.570107747957, -4543.539272771805 4670.958444282863, -4545.427168847852 4756.840192122023, -4467.9943085552795 4759.938780877442))",Residental,5,"[1591,1659]"
995,"POLYGON ((-1983.8696468234855 3707.0774897643464, -1982.9635449767602 3749.5338986631223, -2037.4958104464065 3748.9808813931786, -2037.9014336719863 3788.9788247127904, -1942.0918693374954 3789.950439283475, -1946.4523950539278 3647.3578230715952, -2033.3963788442265 3640.0258391502884, -2028.552415998372 3701.19779661992, -1988.6772377536272 3698.040240610939, -1984.8711717993906 3684.2599475310626, -1983.8696468234855 3707.0774897643464))",Commercial,,
996,"POLYGON ((-2301.2931977976878 2963.95635783481, -2305.947627343842 3003.684638512432, -2213.0612420315724 3014.5668898673575, -2208.406812485418 2974.838609189736, -2301.2931977976878 2963.95635783481))",Residental,8,"[589,804,828]"
997,"POLYGON ((-4638.400923515307 5217.493647977746, -4537.990636150463 5218.067208197931, -4432.350609163707 5233.173288176005, -4426.6883744099205 5193.576077446043, -4535.031551153543 5178.0834584109025, -4757.9483457181595 5185.867141734066, -4755.120130071426 5225.767031411301, -4638.400923515307 5217.493647977746))",Commercial,,
998,"POLYGON ((-4158.2787347267285 5575.701589061022, -4155.050941860388 5591.473615171639, -4081.5943602465763 5607.479476610192, -4001.679562116656 5612.585752045407, -4001.0684794989006 5552.867188396068, -4098.800796192829 5543.42554373672, -4100.633136139444 5562.39245410188, -4121.085453940649 5557.935985292258, -4132.583113889695 5501.754749247538, -4171.770883342512 5509.774644839928, -4158.2787347267285 5575.701589061022))",Commercial,,
999,"POLYGON ((-1316.53883283116 1227.156464375008, -1313.9805400718583 1267.0745697678958, -1255.13134229128 1263.303011095685, -1259.1350185288918 1297.9670490739738, -1219.3991807957486 1302.556515235228, -1209.9011666799615 1220.3222129370108, -1316.53883283116 1227.156464375008))",Residental,5,"[290,338]"
1000,"POLYGON ((498.71487163110265 1154.1267843012604, 471.10588824051047 1159.2931711528208, 462.47553263110046 1207.9243145266096, 536.3081226466636 1198.6487077079473, 544.619672489059 1145.536755605859, 498.71487163110265 1154.1267843012604))",Commercial,,
1001,"POLYGON ((-3699.800226895807 4853.376720834945, -3698.7164802481034 4893.362036804731, -3675.109208945524 4892.7221943897075, -3675.1560222756716 4936.191552504401, -3689.941474603261 4935.91962402724, -3691.559639180514 5023.903403677477, -3638.077087021864 5021.252333917879, -3635.1262865574004 4851.623823194009, -3699.800226895807 4853.376720834945))",Commercial,,
1002,"POLYGON ((1102.74062861871 329.4662733747044, 1015.2692464712317 323.1015707368957, 1012.3663906292791 362.9960995342238, 1185.4175612824743 370.99678409823815, 1179.7855919112585 299.37474850353357, 1139.9086893077554 302.51045237200174, 1142.0853683584014 330.1913885007388, 1102.74062861871 329.4662733747044))",Residental,,
1003,"POLYGON ((-141.70928657144984 5194.613161168065, -233.72724386032957 5186.376322962291, -227.36815106741065 5287.822788820105, -139.5589046892404 5288.841885670828, -141.70928657144984 5194.613161168065), (-180.49305722643115 5248.36411814113, -189.76982681155786 5248.2564537770795, -190.890982968584 5230.370674545853, -180.88323978876082 5231.2665014453605, -180.49305722643115 5248.36411814113))",Residental,16,"[1103,1158,1171,1201,1202,1245]"
1004,"POLYGON ((-1179.584954041902 5752.428446889331, -1178.7386065103199 5792.419492085171, -1082.5418497608425 5790.38363912803, -1083.3881972924246 5750.39259393219, -1179.584954041902 5752.428446889331))",Commercial,,
1005,"POLYGON ((-4090.720725648098 6745.542059887858, -4130.585050037595 6742.250306408486, -4139.329386279828 6848.147378809471, -4099.4650618903315 6851.439132288843, -4090.720725648098 6745.542059887858))",Residental,5,"[1595,1662]"
1006,"POLYGON ((-1598.5693168649575 5791.842341376372, -1490.2601905300448 5787.3968507130085, -1491.9005881562205 5747.430501172075, -1627.7758175737881 5752.262354207305, -1626.3289714185182 5746.187644163095, -1665.2405175546066 5736.9198732715, -1678.597040225219 5792.998401128358, -1598.5693168649575 5791.842341376372))",Commercial,,
1007,"POLYGON ((-913.4370722320155 4978.9481796901255, -873.479178908447 4976.924860107959, -875.47367867513 4908.824633926028, -947.051617004402 4909.570615101551, -950.4923887910788 4980.824523545648, -913.4370722320155 4978.9481796901255))",Commercial,,
1008,"POLYGON ((-2297.015684019681 2415.117467192937, -2525.261737136674 2397.7700650865672, -2529.713419241893 2437.5215748243627, -2297.082950424912 2455.148688314893, -2192.71162958141 2451.196061790559, -2194.225376887665 2411.2247149394357, -2297.015684019681 2415.117467192937))",Residental,7,"[523,553,764]"
1009,"POLYGON ((549.6376124345791 1699.4912945410445, 544.5664050630725 1659.8140610715197, 442.85770134641734 1672.8136047123446, 447.92890871792395 1712.4908381818693, 549.6376124345791 1699.4912945410445))",Commercial,,[412]
